"n" "mu" "sigma" "rep" "id" "mu_hat" "sigma_hat" "error" "errorMessage"
1400 10 1 957 1 9.37762584551839 0.961510703371938 FALSE ""
600 10 1 935 2 10.8160164373729 1.01580515027321 FALSE ""
600 10 1 731 3 8.89837338534307 0.984391737040943 FALSE ""
200 10 0.5 311 4 8.75935729882094 0.479111717487534 FALSE ""
200 10 0.5 812 5 9.79955167329489 0.490746171397199 FALSE ""
1000 10 0.5 813 6 10.4488061154631 0.510285614147653 FALSE ""
600 0.1 0.5 465 7 0.109666923812189 0.502781560596566 FALSE ""
1400 10 1 394 8 10.1118047279709 1.01155056269404 FALSE ""
1000 0.1 0.5 391 9 0.103155717093288 0.505200993180437 FALSE ""
600 10 1 650 10 9.02076483045055 0.993148786698658 FALSE ""
600 10 1 843 11 9.70140621218835 0.98463731093695 FALSE ""
1000 0.1 0.5 927 12 0.0924748722044242 0.481595547182738 FALSE ""
200 10 1 779 13 11.1239091777332 1.04429487952177 FALSE ""
1000 10 1 751 14 10.5204167183703 1.00451921122778 FALSE ""
600 10 1 400 15 9.07491402946917 0.99694544387874 FALSE ""
1400 0.1 1 341 16 0.0945598838981504 0.981383492444024 FALSE ""
1400 0.1 1 361 17 0.10100923122436 1.00155986485287 FALSE ""
200 0.1 0.5 904 18 0.105131093434386 0.504987006468096 FALSE ""
1400 10 0.5 707 19 10.4617194292757 0.518007500154422 FALSE ""
200 0.1 1 958 20 0.0874329796221005 1.01369288238128 FALSE ""
600 0.1 1 185 21 0.0791133042899733 0.948589990793408 FALSE ""
600 10 0.5 489 22 9.19638642205098 0.489056887808331 FALSE ""
1000 10 0.5 19 23 11.4182034990043 0.517425818294734 FALSE ""
1400 10 1 483 24 9.9540327678706 0.983206936936499 FALSE ""
1000 10 1 964 25 10.2458078494002 0.981854309575605 FALSE ""
200 10 1 340 26 7.47603135543098 0.930326689651708 FALSE ""
600 0.1 0.5 104 27 0.109974099019656 0.494256971132615 FALSE ""
600 0.1 1 32 28 0.0958794194904646 0.997039286359438 FALSE ""
1400 10 0.5 554 29 10.5243283089644 0.512285587112578 FALSE ""
1400 10 1 77 30 9.77723327059975 0.989731373979068 FALSE ""
600 0.1 1 456 31 0.10106317895481 0.997772415450785 FALSE ""
200 10 1 2 32 11.7771499497775 1.06885851789474 FALSE ""
600 10 0.5 492 33 8.97401927492508 0.489241241099484 FALSE ""
1400 10 1 425 34 10.9867155174823 1.00912460809789 FALSE ""
1400 0.1 1 203 35 0.110048523537036 1.01717659762704 FALSE ""
600 0.1 0.5 652 36 0.108308368073454 0.507045869714936 FALSE ""
1400 10 0.5 868 37 9.22547880524379 0.487637581139793 FALSE ""
200 10 1 891 38 7.26825023871432 0.917383658104122 FALSE ""
200 0.1 1 689 39 0.115481113330211 1.01198143611024 FALSE ""
1400 0.1 0.5 40 40 0.105234555021074 0.511468797002233 FALSE ""
1400 0.1 0.5 396 41 0.095261005883867 0.493745740536494 FALSE ""
1000 0.1 0.5 530 42 0.10690383441089 0.518649252749722 FALSE ""
1400 0.1 0.5 20 43 0.100112508823644 0.49488877429286 FALSE ""
1000 0.1 0.5 385 44 0.0997543643913172 0.49964672877507 FALSE ""
1400 0.1 0.5 126 45 0.100956414312455 0.50137201349789 FALSE ""
1400 10 1 667 46 10.2161167568612 1.00815198857208 FALSE ""
1400 0.1 1 812 47 0.10479490177324 1.02332200974386 FALSE ""
1400 0.1 1 975 48 0.107122608453115 0.990967374231354 FALSE ""
200 0.1 1 562 49 0.0794589108980279 0.981549600384416 FALSE ""
1400 10 1 558 50 9.56734205235484 1.0133393053996 FALSE ""
600 10 1 188 51 9.82505780430348 0.968874279150686 FALSE ""
1400 10 0.5 732 52 10.3817844110515 0.499971723520902 FALSE ""
1000 0.1 0.5 877 53 0.0995720158557971 0.500153603779582 FALSE ""
200 10 0.5 897 54 9.75072823893916 0.507173240996261 FALSE ""
200 0.1 0.5 189 55 0.103196644981635 0.513652672115903 FALSE ""
600 0.1 0.5 347 56 0.1033130617122 0.506668471245361 FALSE ""
600 0.1 1 216 57 0.0835772144037869 0.974017111069371 FALSE ""
600 10 1 778 58 9.08480957491788 0.935807805832477 FALSE ""
200 0.1 1 984 59 0.113722229164211 1.09133980525723 FALSE ""
600 0.1 1 954 60 0.11074464278816 1.04778324416249 FALSE ""
1400 10 0.5 391 61 10.1013825780794 0.501343266327867 FALSE ""
600 10 0.5 401 62 9.73856291247346 0.503055993291706 FALSE ""
600 0.1 0.5 404 63 0.100098072185266 0.499989766574969 FALSE ""
200 0.1 0.5 578 64 0.131307687682355 0.527177006367803 FALSE ""
1400 0.1 1 572 65 0.0972405145347245 0.983185770673976 FALSE ""
200 10 1 360 66 10.6359853037509 1.04344745978602 FALSE ""
1400 10 0.5 737 67 9.47161340166859 0.493170891791575 FALSE ""
1400 0.1 1 350 68 0.0968152417846506 0.998403550118019 FALSE ""
1400 10 1 446 69 9.75747104979186 0.979868176473956 FALSE ""
1000 10 0.5 423 70 10.4052678084455 0.498960969278166 FALSE ""
1400 10 1 226 71 10.3712736257996 1.01914877604758 FALSE ""
1000 0.1 1 684 72 0.0938932083413596 0.983460032406609 FALSE ""
1400 10 1 912 73 9.88570974761392 0.998206955942683 FALSE ""
600 0.1 0.5 343 74 0.104041414448158 0.493439142724248 FALSE ""
600 0.1 1 864 75 0.10485895580157 1.00131411999636 FALSE ""
200 10 1 929 76 10.8797059526266 0.994881742445932 FALSE ""
1000 0.1 1 212 77 0.0997048148700597 0.981578708644581 FALSE ""
600 10 1 24 78 7.88403714874849 0.947989323287416 FALSE ""
1000 10 1 122 79 9.41243433042093 0.987084822931396 FALSE ""
200 0.1 1 424 80 0.104459772045856 0.96791846812521 FALSE ""
1400 0.1 0.5 393 81 0.109605382306414 0.51493094815651 FALSE ""
600 0.1 1 635 82 0.0868908731156707 0.981359327524863 FALSE ""
200 0.1 1 68 83 0.109489679829352 1.07323520737883 FALSE ""
1400 10 1 974 84 9.23599936243169 0.975275802062757 FALSE ""
1000 10 0.5 703 85 10.1837122358711 0.490435865377875 FALSE ""
600 0.1 0.5 905 86 0.0917183746508964 0.49017690636214 FALSE ""
200 10 0.5 478 87 11.4110112383981 0.522517420300932 FALSE ""
200 10 1 424 88 11.0518558796046 1.0459474667929 FALSE ""
600 10 0.5 231 89 10.3519307550418 0.506523361260506 FALSE ""
600 10 1 577 90 11.0443320117458 1.02722076265136 FALSE ""
1400 0.1 0.5 999 91 0.0968506905612745 0.497867027164216 FALSE ""
1400 0.1 0.5 511 92 0.10299709027794 0.497831411810013 FALSE ""
200 0.1 0.5 777 93 0.113751639684402 0.502204025232593 FALSE ""
1400 0.1 1 236 94 0.0966833327601702 0.988604077482919 FALSE ""
200 0.1 1 968 95 0.107846716354457 1.00882158474503 FALSE ""
1400 10 0.5 804 96 10.6610065856422 0.509552308629854 FALSE ""
200 0.1 0.5 470 97 0.141790620114252 0.558943654474117 FALSE ""
600 0.1 1 524 98 0.108061698542269 0.992162967114003 FALSE ""
1000 0.1 1 810 99 0.0922405646738916 0.994510297226271 FALSE ""
200 0.1 1 938 100 0.0818154430105752 0.894282877910297 FALSE ""
1000 0.1 0.5 506 101 0.0991399525850765 0.504613071840906 FALSE ""
600 10 0.5 6 102 11.3631891698274 0.514158754593908 FALSE ""
600 10 1 958 103 9.73039082891528 0.955452110790018 FALSE ""
200 0.1 1 644 104 0.107510297960167 1.03273189051043 FALSE ""
200 10 1 427 105 13.5678517113872 1.05199985561173 FALSE ""
1000 10 1 129 106 9.24857443910711 0.975378214525528 FALSE ""
200 0.1 0.5 761 107 0.132493830117136 0.549524712067781 FALSE ""
1000 10 1 104 108 10.1331059318385 1.00515848249833 FALSE ""
600 10 0.5 514 109 9.62672044562993 0.486211612838846 FALSE ""
600 10 0.5 553 110 9.19596379422524 0.479310203539089 FALSE ""
1000 10 0.5 751 111 9.39928643490428 0.494544488064541 FALSE ""
200 0.1 1 222 112 0.103552963238135 1.00875881076435 FALSE ""
200 10 1 416 113 8.50988977401169 0.974058607957448 FALSE ""
1400 0.1 1 388 114 0.10966749366805 0.995662740395052 FALSE ""
600 10 1 540 115 10.0924510239804 0.988232225908963 FALSE ""
1400 10 1 614 116 9.67253853062576 0.968580932335694 FALSE ""
1400 0.1 1 549 117 0.0970199876713446 0.982566699723675 FALSE ""
600 0.1 1 815 118 0.111624362784965 1.02930062926398 FALSE ""
600 10 0.5 108 119 9.14041113433085 0.493903295894822 FALSE ""
200 0.1 1 719 120 0.096735858720248 0.977959958494668 FALSE ""
1000 0.1 0.5 73 121 0.0960938423720382 0.485853324296285 FALSE ""
1400 10 1 892 122 8.83147402285971 0.956591394373749 FALSE ""
600 10 1 600 123 9.73794242133383 1.00075563067208 FALSE ""
1000 0.1 1 156 124 0.108055668543734 1.00833828423402 FALSE ""
1000 0.1 1 989 125 0.096531617800619 1.01033682012835 FALSE ""
200 10 0.5 989 126 10.3625265114449 0.518548291415551 FALSE ""
1400 10 0.5 228 127 9.91127723571019 0.500403275975123 FALSE ""
600 0.1 1 644 128 0.0952624471363373 0.959090619690732 FALSE ""
200 0.1 0.5 267 129 0.0980512222008299 0.503739651482362 FALSE ""
200 10 1 842 130 11.7551531358218 0.989028607176328 FALSE ""
200 0.1 0.5 265 131 0.094837213673302 0.496751598928737 FALSE ""
1400 10 0.5 885 132 9.69986345528876 0.493340150648348 FALSE ""
1400 10 0.5 645 133 10.0738894477682 0.500971751797034 FALSE ""
200 0.1 1 700 134 0.117914070856261 1.01592820020696 FALSE ""
200 10 1 415 135 9.63511287990691 0.942803604019592 FALSE ""
1000 0.1 1 782 136 0.115105902337196 1.02385401546918 FALSE ""
1000 10 1 986 137 11.0470694725028 0.99901444680619 FALSE ""
200 0.1 1 594 138 0.12050512926436 1.01039446291016 FALSE ""
1400 0.1 1 217 139 0.0991371052244875 1.00712438098007 FALSE ""
1400 10 0.5 798 140 9.07714457349824 0.489741058872609 FALSE ""
1000 10 1 13 141 10.3923920410995 0.999256970031435 FALSE ""
600 10 1 980 142 10.2055028293105 0.9940458280395 FALSE ""
1000 10 1 66 143 9.84704724515782 0.98743154926517 FALSE ""
1000 0.1 1 310 144 0.101554524703088 0.984483541352127 FALSE ""
200 0.1 1 721 145 0.0839025419501924 1.00615695343851 FALSE ""
1000 10 0.5 450 146 10.3484967300136 0.499383311518641 FALSE ""
200 0.1 1 512 147 0.101921779067475 0.950402046193108 FALSE ""
1400 10 0.5 810 148 9.94105223143629 0.504330425215313 FALSE ""
200 10 1 82 149 11.0000487776856 0.996666276456586 FALSE ""
600 0.1 1 834 150 0.100066339790808 1.00111442635165 FALSE ""
600 10 0.5 520 151 9.13499597869921 0.494473767577881 FALSE ""
1400 10 0.5 701 152 10.0498885621017 0.499758670137747 FALSE ""
600 10 0.5 468 153 9.5577945470732 0.488854327252851 FALSE ""
200 10 1 566 154 11.7175672216683 1.02113567319401 FALSE ""
200 0.1 0.5 334 155 0.117811848682897 0.517402239467056 FALSE ""
600 10 0.5 701 156 10.0794757470818 0.498741171999169 FALSE ""
1400 0.1 0.5 803 157 0.103014145366567 0.501362304787832 FALSE ""
1000 0.1 0.5 581 158 0.104587373069317 0.502679681313648 FALSE ""
1400 10 1 794 159 9.4222467969226 0.990513956130755 FALSE ""
1400 10 0.5 534 160 10.2119148445942 0.500439289443197 FALSE ""
1000 0.1 0.5 593 161 0.114327154819591 0.52654970972185 FALSE ""
200 0.1 1 449 162 0.0985952273893803 1.0042824357483 FALSE ""
600 0.1 0.5 508 163 0.10565191471018 0.511277865950259 FALSE ""
1000 10 1 375 164 9.10600339290995 0.997191666650728 FALSE ""
1400 0.1 1 156 165 0.0946714458626384 0.981918979022624 FALSE ""
1400 0.1 1 275 166 0.113604694259221 1.04692854947784 FALSE ""
200 0.1 1 249 167 0.0746780997209393 0.924779401379001 FALSE ""
200 0.1 0.5 643 168 0.0979979637635937 0.496025426172646 FALSE ""
200 10 1 704 169 10.2720233096736 0.984728752930815 FALSE ""
600 10 0.5 531 170 10.3893919271012 0.509422680303092 FALSE ""
200 10 1 375 171 8.67508683132033 0.977196507509116 FALSE ""
600 0.1 0.5 3 172 0.0918574969796126 0.491070611453226 FALSE ""
600 10 0.5 293 173 11.1602275960642 0.520124132746376 FALSE ""
200 10 1 48 174 7.75579301285464 0.932627064019959 FALSE ""
1400 10 1 746 175 12.336275637415 1.03600800028052 FALSE ""
200 10 0.5 53 176 9.4313656558822 0.478663600513002 FALSE ""
1000 10 1 839 177 8.24660038611401 0.968288464467863 FALSE ""
1000 0.1 0.5 752 178 0.0994634497810951 0.495110348099055 FALSE ""
1400 0.1 0.5 345 179 0.0951722844386316 0.491318485481211 FALSE ""
1400 10 0.5 442 180 10.4149523040457 0.506399877834218 FALSE ""
1000 10 0.5 152 181 10.4560878831739 0.516373537878091 FALSE ""
200 10 1 945 182 11.6684417005551 1.02917890741355 FALSE ""
1000 0.1 1 744 183 0.0935573102493121 1.00981624418694 FALSE ""
200 0.1 0.5 746 184 0.109748350896606 0.523139041587607 FALSE ""
1400 0.1 0.5 884 185 0.0878334235748644 0.478870931904044 FALSE ""
600 0.1 0.5 720 186 0.0899072099472568 0.479979274585502 FALSE ""
600 10 1 453 187 10.481421032178 1.00618703706243 FALSE ""
1000 10 0.5 941 188 10.0835289122737 0.500410217696914 FALSE ""
200 10 1 189 189 7.18260323071981 0.934350216276756 FALSE ""
600 10 1 801 190 9.98813605474778 1.01072574727516 FALSE ""
600 0.1 0.5 639 191 0.105212604803732 0.518773690978647 FALSE ""
600 0.1 1 162 192 0.0926601149966582 0.979381386439576 FALSE ""
1000 0.1 0.5 11 193 0.0999287498974434 0.488306326805173 FALSE ""
200 0.1 1 286 194 0.100180482752034 1.00582322958728 FALSE ""
200 10 0.5 780 195 13.5672905015434 0.549686373571799 FALSE ""
200 0.1 1 332 196 0.109264261673406 1.02755075017435 FALSE ""
600 0.1 1 491 197 0.0910388222727034 1.0075362881787 FALSE ""
600 0.1 0.5 373 198 0.117928616197197 0.519176952334355 FALSE ""
600 0.1 0.5 540 199 0.0888904329295227 0.481215576314936 FALSE ""
600 0.1 0.5 472 200 0.0873841917363339 0.487380305691134 FALSE ""
200 10 0.5 519 201 10.4057129099486 0.518834187052406 FALSE ""
1000 0.1 1 721 202 0.0977468490984778 0.997446001336617 FALSE ""
1400 10 0.5 369 203 10.599910574635 0.513068049631369 FALSE ""
200 10 1 614 204 6.28400502385962 0.91587701919567 FALSE ""
200 0.1 1 150 205 0.145826261217264 1.0344933026919 FALSE ""
1000 0.1 0.5 157 206 0.102893421712014 0.505197048097436 FALSE ""
200 10 1 897 207 9.01185411915765 0.995193575614953 FALSE ""
200 0.1 0.5 636 208 0.0908870469314083 0.524164710997717 FALSE ""
1000 10 1 844 209 10.1375649680639 1.01577684182352 FALSE ""
200 10 0.5 794 210 9.40977351738793 0.499105084970996 FALSE ""
1400 0.1 0.5 556 211 0.0918175120197315 0.484829075804105 FALSE ""
1000 0.1 0.5 760 212 0.100391670206321 0.494250981384423 FALSE ""
200 0.1 0.5 942 213 0.109820936594601 0.51178362810115 FALSE ""
1000 0.1 1 365 214 0.101342415104711 0.993896491776611 FALSE ""
1400 10 0.5 556 215 9.6577211483793 0.48866619136599 FALSE ""
200 0.1 0.5 363 216 0.0888284274338828 0.468973356442831 FALSE ""
1400 0.1 0.5 818 217 0.0953245237051199 0.486183693972767 FALSE ""
200 10 1 590 218 9.94522866658377 0.972455697530902 FALSE ""
200 10 0.5 313 219 11.3966163305851 0.542255390875908 FALSE ""
1000 0.1 1 234 220 0.0899147432334208 0.968938452308966 FALSE ""
200 10 1 561 221 8.26301819008141 0.950725949336506 FALSE ""
1400 0.1 0.5 992 222 0.108014666129291 0.511138573377892 FALSE ""
600 10 1 967 223 9.28004042807583 1.01468433317882 FALSE ""
1400 10 0.5 76 224 10.7296534198422 0.510445944630307 FALSE ""
1400 0.1 0.5 416 225 0.102092873121844 0.500659552073793 FALSE ""
600 10 1 889 226 9.38813234401986 0.997855450895904 FALSE ""
1000 0.1 0.5 834 227 0.0999758458061334 0.499855360287389 FALSE ""
600 0.1 1 464 228 0.101636132770643 0.996772045101075 FALSE ""
200 0.1 0.5 741 229 0.117031048380662 0.546717868837842 FALSE ""
1000 10 1 219 230 8.83157520984978 0.989735629410761 FALSE ""
600 0.1 1 992 231 0.107895456486663 1.01135588855974 FALSE ""
1000 0.1 1 338 232 0.100657025278956 0.984921501779699 FALSE ""
1000 0.1 1 899 233 0.0987913902221671 0.96104405823924 FALSE ""
200 10 1 494 234 9.1938148706578 0.987746081428229 FALSE ""
200 10 1 907 235 9.49558751037307 0.964608155496259 FALSE ""
1000 10 0.5 944 236 9.72357915620877 0.49597487052504 FALSE ""
1400 0.1 0.5 255 237 0.10229878685222 0.509474222269318 FALSE ""
1000 0.1 1 580 238 0.0987751894878467 0.999524131850366 FALSE ""
200 0.1 1 279 239 0.107660837613133 1.00263683194403 FALSE ""
200 10 1 791 240 7.70639066041526 0.941594351577701 FALSE ""
1400 10 0.5 714 241 9.50027714161517 0.490942403799903 FALSE ""
1400 0.1 1 76 242 0.0958281189831458 0.995547476536699 FALSE ""
1000 10 1 554 243 11.6289810198544 1.02291241310442 FALSE ""
600 10 1 667 244 9.98928618758954 0.992896039652128 FALSE ""
600 0.1 0.5 344 245 0.098432081456864 0.496029279194486 FALSE ""
1000 0.1 1 733 246 0.0978480892363297 1.00821812031711 FALSE ""
200 10 1 921 247 13.5139419832164 1.03992486059895 FALSE ""
1400 10 1 696 248 10.0995998232901 0.973840741690159 FALSE ""
200 0.1 0.5 417 249 0.112797577730966 0.51844415242259 FALSE ""
1400 0.1 1 517 250 0.098980160949691 0.984724233446304 FALSE ""
1400 10 0.5 368 251 9.59282080047037 0.498766416975287 FALSE ""
600 0.1 1 981 252 0.105458699707099 1.02468684194374 FALSE ""
600 0.1 1 28 253 0.0910062686490149 0.954005534418316 FALSE ""
1400 0.1 1 577 254 0.0925656395681706 0.974963072162597 FALSE ""
600 0.1 1 944 255 0.0989528639735709 0.978709503739703 FALSE ""
200 0.1 0.5 797 256 0.0961186014250029 0.495673477396075 FALSE ""
1400 0.1 0.5 39 257 0.104384382628379 0.507627895014075 FALSE ""
1400 0.1 1 627 258 0.1100500436041 1.03720774981952 FALSE ""
1400 10 0.5 260 259 10.3708085441755 0.512415681533708 FALSE ""
600 0.1 1 194 260 0.0967389705442789 0.988185502668051 FALSE ""
1000 10 1 317 261 10.2059805802086 1.00731111689261 FALSE ""
1000 10 0.5 745 262 10.0024407863171 0.497221854416954 FALSE ""
1000 0.1 0.5 353 263 0.0965219322616362 0.492446034816731 FALSE ""
600 0.1 0.5 524 264 0.102582658597584 0.494161971681524 FALSE ""
200 10 0.5 293 265 10.0591535079608 0.505925525277093 FALSE ""
1400 10 1 434 266 11.1658345267659 1.02344646692688 FALSE ""
200 10 0.5 431 267 7.65867427211671 0.424835066257282 FALSE ""
1000 10 0.5 617 268 10.6139406403748 0.496946333567515 FALSE ""
1400 0.1 0.5 268 269 0.0931305575047507 0.492681660755795 FALSE ""
1000 0.1 1 925 270 0.0965689960147311 0.989896389645562 FALSE ""
200 0.1 0.5 457 271 0.0874485331428705 0.50013705050622 FALSE ""
1000 0.1 0.5 393 272 0.102819868101471 0.506251403868462 FALSE ""
200 0.1 1 480 273 0.121180253810206 1.09855018699538 FALSE ""
600 0.1 0.5 636 274 0.0980746159341225 0.495312448501054 FALSE ""
